entry_id,date,account,vendor,amount,preparer,is_manipulated
JE-002806,2025-07-24,미지급금,거래처-007,355862,최담당,False
JE-001953,2025-07-24,미수금,거래처-002,1102583,최담당,False
JE-001933,2025-07-24,미지급금,거래처-016,516902,이감사,False
JE-000330,2025-07-25,매입,거래처-040,172628,박전표,False
JE-000174,2025-07-25,매입,거래처-029,465481,최담당,False
JE-000242,2025-07-25,매출,거래처-021,319203,박전표,False
JE-000481,2025-07-25,매출원가,거래처-038,10000000,최담당,True
JE-002983,2025-07-25,매출,거래처-018,4491413,박전표,False
JE-003746,2025-07-25,미수금,거래처-002,56392,김회계,False
JE-000648,2025-07-25,매입,거래처-011,185075,김회계,False
JE-001316,2025-07-25,매출,거래처-036,201341,박전표,False
JE-003269,2025-07-25,미지급금,거래처-038,683362,김회계,False
JE-000620,2025-07-25,미지급금,거래처-029,1850489,이감사,False
JE-002731,2025-07-26,매출원가,거래처-027,2536073,최담당,False
JE-002808,2025-07-26,미수금,거래처-014,368027,최담당,False
JE-002715,2025-07-26,판매비와관리비,거래처-023,238926,김회계,False
JE-001398,2025-07-26,미지급금,거래처-017,49385,최담당,False
JE-004102,2025-07-26,판매비와관리비,거래처-003,58099,이감사,False
JE-003489,2025-07-26,미수금,거래처-012,7098330,이감사,False
JE-003868,2025-07-26,미지급금,거래처-014,182498,최담당,False
JE-002017,2025-07-26,미지급금,거래처-038,1841072,이감사,False
JE-001471,2025-07-26,미지급금,거래처-025,11545563,최담당,False
JE-000224,2025-07-26,미수금,거래처-015,968392,최담당,False
JE-003624,2025-07-26,매입,거래처-006,3283640,박전표,False
JE-003366,2025-07-26,판매비와관리비,거래처-010,687214,박전표,False
JE-002635,2025-07-26,매입,거래처-011,82514,박전표,False
JE-002728,2025-07-26,판매비와관리비,거래처-009,103767,최담당,False
JE-002607,2025-07-27,판매비와관리비,거래처-023,1107047,이감사,False
JE-001394,2025-07-27,미수금,거래처-009,1217998,최담당,False
JE-003619,2025-07-27,미수금,거래처-025,1317139,최담당,False
JE-000433,2025-07-27,미지급금,거래처-014,40759,김회계,False
JE-003915,2025-07-27,매출원가,거래처-032,387950,박전표,False
JE-002070,2025-07-27,매출원가,거래처-016,981989,최담당,False
JE-002471,2025-07-27,매출원가,거래처-024,269861,박전표,False
JE-002965,2025-07-27,매입,거래처-008,576053,김회계,False
JE-002274,2025-07-27,판매비와관리비,거래처-035,1405250,최담당,False
JE-000167,2025-07-27,매입,거래처-015,4434078,이감사,False
JE-003744,2025-07-27,매출원가,거래처-019,4709420,김회계,False
JE-001450,2025-07-27,매출원가,거래처-033,57336,최담당,False
JE-002032,2025-07-27,매출,거래처-020,1000954,최담당,False
JE-001600,2025-07-27,매출원가,거래처-004,1176752,김회계,False
JE-003441,2025-07-27,매입,거래처-025,816409,최담당,False
JE-001054,2025-07-27,미지급금,거래처-026,334091,김회계,False
JE-000956,2025-07-28,매출,거래처-038,4485855,최담당,False
JE-000157,2025-07-28,매입,거래처-010,331514,이감사,False
JE-001004,2025-07-28,미수금,거래처-016,439804,박전표,False
JE-000954,2025-07-28,판매비와관리비,거래처-030,74995,최담당,False
JE-003034,2025-07-28,매출원가,거래처-037,2222757,최담당,False
JE-001214,2025-07-28,매입,거래처-002,54693,김회계,False
JE-001116,2025-07-28,매입,거래처-012,700099,이감사,False
JE-002980,2025-07-28,미지급금,거래처-005,30065,박전표,False
JE-003516,2025-07-28,매출,거래처-015,779127,이감사,False
JE-002307,2025-07-28,미지급금,거래처-006,1138626,최담당,False
JE-003185,2025-07-28,판매비와관리비,거래처-005,555364,이감사,False
JE-003334,2025-07-28,판매비와관리비,거래처-002,685183,박전표,False
JE-003058,2025-07-28,매출원가,거래처-018,54767,이감사,False
JE-003618,2025-07-28,미수금,거래처-036,417738,최담당,False
JE-000277,2025-07-28,미수금,거래처-023,488081,최담당,False
JE-001792,2025-07-28,미지급금,거래처-037,81739,최담당,False
JE-000875,2025-07-28,미지급금,거래처-021,25440,박전표,False
JE-000672,2025-07-28,매출원가,거래처-034,1870702,최담당,False
JE-000880,2025-07-29,매출원가,거래처-004,669273,김회계,False
JE-002428,2025-07-29,판매비와관리비,거래처-030,1468893,이감사,False
JE-001229,2025-07-29,미수금,거래처-031,272102,이감사,False
JE-002387,2025-07-29,미지급금,거래처-009,296888,김회계,False
JE-003630,2025-07-29,미지급금,거래처-030,382907,박전표,False
JE-001159,2025-07-29,매입,거래처-023,263396,이감사,False
JE-002916,2025-07-29,판매비와관리비,거래처-032,124326,이감사,False
JE-001368,2025-07-29,미수금,거래처-016,503012,최담당,False
JE-000135,2025-07-29,판매비와관리비,거래처-004,82751,이감사,False
JE-000656,2025-07-29,매출원가,거래처-040,2489787,김회계,False
JE-000529,2025-07-29,판매비와관리비,거래처-031,1381073,박전표,False
JE-000814,2025-07-29,매입,거래처-039,914260,박전표,False
JE-002257,2025-07-29,매출,거래처-036,7414527,박전표,False
JE-001799,2025-07-30,매입,거래처-002,6454113,박전표,False
JE-002703,2025-07-30,매입,거래처-007,3413611,박전표,False
JE-001351,2025-07-30,미수금,거래처-003,870335,박전표,False
JE-002065,2025-07-30,매출,거래처-017,458582,김회계,False
JE-002558,2025-07-30,미지급금,거래처-017,16950433,이감사,False
JE-001886,2025-07-30,매입,거래처-014,122050,이감사,False
JE-000659,2025-07-30,미수금,거래처-025,858475,최담당,False
JE-002128,2025-07-30,판매비와관리비,거래처-038,1108228,김회계,False
JE-001990,2025-07-30,매출,거래처-014,739411,박전표,False
JE-002119,2025-07-30,매출원가,거래처-003,461410,이감사,False
JE-000198,2025-07-30,매출원가,거래처-002,179337,김회계,False
JE-002882,2025-07-30,판매비와관리비,거래처-039,590328,이감사,False
JE-000372,2025-07-30,매출원가,거래처-035,19468259,김회계,False
JE-001219,2025-07-30,미수금,거래처-028,1611114,박전표,False
JE-004114,2025-07-30,미지급금,거래처-029,4428564,박전표,False
JE-003540,2025-07-30,미수금,거래처-011,172150,박전표,False
JE-000767,2025-07-30,미지급금,거래처-039,1272756,최담당,False
JE-001595,2025-07-30,판매비와관리비,거래처-010,651384,최담당,False
JE-001610,2025-07-30,판매비와관리비,거래처-026,19937,김회계,False
JE-002810,2025-07-31,미지급금,거래처-003,685369,최담당,False
JE-001994,2025-07-31,미수금,거래처-031,9996096,박전표,True
JE-002520,2025-07-31,미지급금,거래처-039,1499298,최담당,False
JE-002195,2025-07-31,매출,거래처-008,673812,김회계,False
JE-000259,2025-07-31,미수금,거래처-034,166605,최담당,False
JE-002482,2025-08-01,매입,거래처-038,24220,최담당,False
JE-003134,2025-08-01,판매비와관리비,거래처-036,478821,박전표,False
JE-003342,2025-08-01,매출원가,거래처-019,901445,최담당,False
JE-002727,2025-08-01,매출,거래처-022,82753,이감사,False
JE-004055,2025-08-01,매입,거래처-001,451882,김회계,False
JE-001657,2025-08-01,매출,거래처-004,968282,이감사,False
JE-003364,2025-08-01,미수금,거래처-010,174428,김회계,False
JE-002185,2025-08-01,매출,거래처-021,760354,이감사,False
JE-001443,2025-08-01,미수금,거래처-007,472867,최담당,False
JE-001464,2025-08-02,매출원가,거래처-009,57701,김회계,False
JE-001745,2025-08-02,매출,거래처-025,49102,이감사,False
JE-003546,2025-08-02,판매비와관리비,거래처-031,1184656,최담당,False
JE-000175,2025-08-02,미수금,거래처-036,59837,김회계,False
JE-000612,2025-08-02,매출원가,거래처-023,104318,최담당,False
JE-000422,2025-08-02,미수금,거래처-032,3014108,이감사,False
JE-003122,2025-08-02,판매비와관리비,거래처-037,857262,최담당,False
JE-001982,2025-08-02,판매비와관리비,거래처-020,8960,이감사,False
JE-002243,2025-08-02,미수금,거래처-031,950724,박전표,False
JE-000582,2025-08-02,매입,거래처-002,894969,김회계,False
JE-003113,2025-08-02,매출원가,거래처-038,6361263,박전표,False
JE-002619,2025-08-02,판매비와관리비,거래처-033,147334,김회계,False
JE-000971,2025-08-02,미수금,거래처-040,852443,최담당,False
JE-001343,2025-08-02,매입,거래처-020,758515,최담당,False
JE-003386,2025-08-02,미지급금,거래처-030,161288,김회계,False
JE-003602,2025-08-02,미지급금,거래처-035,44724316,이감사,False
JE-000069,2025-08-02,판매비와관리비,거래처-033,5243931,김회계,False
JE-002730,2025-08-02,미수금,거래처-012,352225,이감사,False
JE-000184,2025-08-02,매출,거래처-035,1042357,이감사,False
JE-000273,2025-08-03,매출원가,거래처-017,388915,이감사,False
JE-003577,2025-08-03,미지급금,거래처-032,2606039,김회계,False
JE-001689,2025-08-03,판매비와관리비,거래처-024,3000000,박전표,True
JE-002757,2025-08-03,매입,거래처-026,79827,박전표,False
JE-000310,2025-08-03,매출원가,거래처-037,1162320,이감사,False
JE-001971,2025-08-03,판매비와관리비,거래처-040,120585,김회계,False
JE-001575,2025-08-03,미수금,거래처-008,494751,최담당,False
JE-002063,2025-08-03,미지급금,거래처-026,216143,이감사,False
JE-002013,2025-08-04,매출원가,거래처-013,5000000,최담당,True
JE-001458,2025-08-04,미지급금,거래처-012,1755690,최담당,False
JE-003647,2025-08-04,미수금,거래처-015,146963,김회계,False
JE-003416,2025-08-04,매입,거래처-013,780895,최담당,False
JE-000494,2025-08-04,매출,거래처-038,39439689,이감사,False
JE-001436,2025-08-04,미수금,거래처-014,3403286,이감사,False
JE-000769,2025-08-04,판매비와관리비,거래처-029,297533,김회계,False
JE-002011,2025-08-04,판매비와관리비,거래처-016,1422311,최담당,False
JE-000878,2025-08-04,매출원가,거래처-034,68084,이감사,False
JE-003828,2025-08-05,미수금,거래처-031,135907,김회계,False
JE-003128,2025-08-05,매출원가,거래처-017,206080,박전표,False
JE-002359,2025-08-05,매출,거래처-025,459890,이감사,False
JE-003580,2025-08-05,미수금,거래처-036,157500,최담당,False
JE-002811,2025-08-05,미수금,거래처-019,1281068,김회계,False
JE-002515,2025-08-05,매입,거래처-035,709205,최담당,False
JE-002297,2025-08-05,매입,거래처-005,2733446,김회계,False
JE-003543,2025-08-05,매입,거래처-020,3079554,최담당,False
JE-002854,2025-08-05,미수금,거래처-039,380688,최담당,False
JE-002720,2025-08-06,미수금,거래처-028,3200995,박전표,False
JE-004087,2025-08-06,미수금,거래처-024,526228,박전표,False
JE-000182,2025-08-06,판매비와관리비,거래처-015,9998182,최담당,True
JE-003643,2025-08-06,판매비와관리비,거래처-016,1666233,김회계,False
JE-003473,2025-08-06,매출,거래처-021,564990,최담당,False
JE-003289,2025-08-06,미수금,거래처-012,875088,최담당,False
JE-003679,2025-08-06,매입,거래처-011,2890233,김회계,False
JE-000779,2025-08-06,미지급금,거래처-008,745818,최담당,False
JE-003921,2025-08-06,매출,거래처-005,632810,최담당,False
JE-000848,2025-08-06,미수금,거래처-030,54878,김회계,False
JE-003513,2025-08-06,매출원가,거래처-023,159395,김회계,False
JE-002036,2025-08-06,매출,거래처-023,69301,김회계,False
JE-003727,2025-08-07,미지급금,거래처-025,4003723,최담당,False
JE-000005,2025-08-07,판매비와관리비,거래처-018,805105,김회계,False
JE-003639,2025-08-07,미수금,거래처-008,9998293,김회계,True
JE-003659,2025-08-07,미지급금,거래처-020,967451,박전표,False
JE-001151,2025-08-07,매입,거래처-031,650048,김회계,False
JE-002252,2025-08-07,매입,거래처-022,38939,박전표,False
JE-004126,2025-08-07,매출원가,거래처-016,939889,박전표,False
JE-000891,2025-08-07,판매비와관리비,거래처-010,447810,김회계,False
JE-001639,2025-08-07,매출,거래처-015,140182,박전표,False
JE-003012,2025-08-07,미수금,거래처-027,2711047,박전표,False
JE-000809,2025-08-07,매출원가,거래처-027,31820939,이감사,False
JE-001841,2025-08-07,미수금,거래처-020,9995022,최담당,True
JE-002959,2025-08-07,매출원가,거래처-027,5000000,최담당,True
JE-004143,2025-08-07,매출,거래처-037,426129,박전표,False
JE-000451,2025-08-08,매입,거래처-040,1842900,이감사,False
JE-000379,2025-08-08,매입,거래처-013,182187,이감사,False
JE-000232,2025-08-08,미수금,거래처-012,8254790,최담당,False
JE-001860,2025-08-08,매출원가,거래처-008,556909,이감사,False
JE-001409,2025-08-08,미수금,거래처-002,2915494,최담당,False
JE-001126,2025-08-08,판매비와관리비,거래처-005,42481,최담당,False
JE-000014,2025-08-08,매입,거래처-034,430742,이감사,False
JE-003547,2025-08-08,미수금,거래처-021,3358340,최담당,False
JE-002169,2025-08-08,매출,거래처-013,3967650,김회계,False
JE-003195,2025-08-08,매입,거래처-011,2299865,김회계,False
JE-002966,2025-08-08,매입,거래처-005,186303,최담당,False
JE-000251,2025-08-08,매출,거래처-026,681537,최담당,False
JE-002171,2025-08-08,매출,거래처-031,479564,김회계,False
JE-001621,2025-08-09,미지급금,거래처-008,4099663,김회계,False
JE-001578,2025-08-09,미수금,거래처-032,882574,김회계,False
JE-003368,2025-08-09,미지급금,거래처-034,6466720,이감사,False
JE-000859,2025-08-09,미수금,거래처-040,109545,박전표,False
JE-003662,2025-08-09,매출,거래처-034,170725,최담당,False
JE-000973,2025-08-09,미지급금,거래처-031,102252,최담당,False
JE-002241,2025-08-09,미수금,거래처-027,56563,최담당,False
JE-003254,2025-08-09,매출,거래처-008,823354,이감사,False
JE-002941,2025-08-09,미지급금,거래처-017,898462,이감사,False
JE-004083,2025-08-09,매출원가,거래처-008,4234155,박전표,False
JE-001920,2025-08-09,매입,거래처-009,2497088,최담당,False
JE-002466,2025-08-09,미수금,거래처-039,7879991,김회계,False
JE-002112,2025-08-09,매출,거래처-006,1463595,박전표,False
JE-000748,2025-08-09,미수금,거래처-016,1368742,이감사,False
JE-003708,2025-08-09,판매비와관리비,거래처-009,1596005,박전표,False
JE-000361,2025-08-10,미지급금,거래처-019,1034989,최담당,False
JE-002379,2025-08-10,매입,거래처-025,134571,이감사,False
JE-001282,2025-08-10,매출원가,거래처-038,11410813,박전표,False
JE-001096,2025-08-10,매출,거래처-023,7736953,최담당,False
JE-004039,2025-08-10,매입,거래처-015,2348388,김회계,False
JE-002458,2025-08-10,매입,거래처-012,437366,최담당,False
JE-002419,2025-08-10,미수금,거래처-013,158314,박전표,False
JE-001238,2025-08-10,판매비와관리비,거래처-034,1913116,박전표,False
JE-000421,2025-08-10,판매비와관리비,거래처-014,233448,이감사,False
JE-003296,2025-08-10,매출원가,거래처-027,937787,김회계,False
JE-000459,2025-08-11,매출,거래처-007,2798217,최담당,False
JE-001602,2025-08-11,매출,거래처-040,1185348,최담당,False
JE-001298,2025-08-11,매입,거래처-016,446264,최담당,False
JE-003813,2025-08-11,매출,거래처-018,483094,최담당,False
JE-003996,2025-08-11,미수금,거래처-012,62034,최담당,False
JE-003315,2025-08-11,미지급금,거래처-021,1215955,박전표,False
JE-002209,2025-08-11,매입,거래처-022,1432006,김회계,False
JE-002484,2025-08-11,매입,거래처-022,923306,김회계,False
JE-003053,2025-08-11,미수금,거래처-022,662382,김회계,False
JE-000509,2025-08-12,미수금,거래처-003,270137,김회계,False
JE-000462,2025-08-12,매출,거래처-038,748485,이감사,False
JE-002416,2025-08-12,매입,거래처-002,3754847,김회계,False
JE-000364,2025-08-12,매출원가,거래처-034,379488,최담당,False
JE-001673,2025-08-12,매출원가,거래처-039,1274471,이감사,False
JE-000009,2025-08-12,미수금,거래처-037,80687,김회계,False
JE-000096,2025-08-12,매출원가,거래처-034,948868,이감사,False
JE-001855,2025-08-13,미지급금,거래처-017,2487818,박전표,False
JE-003525,2025-08-13,미수금,거래처-013,163606,이감사,False
JE-002754,2025-08-13,매입,거래처-004,6976844,박전표,False
JE-000452,2025-08-13,미수금,거래처-039,818646,이감사,False
JE-000344,2025-08-13,미수금,거래처-003,64328643,최담당,False
JE-001141,2025-08-13,미지급금,거래처-017,470636,최담당,False
JE-003372,2025-08-13,판매비와관리비,거래처-009,4738641,박전표,False
JE-000714,2025-08-13,판매비와관리비,거래처-031,3889082,박전표,False
JE-002115,2025-08-13,매입,거래처-038,421786,이감사,False
JE-001024,2025-08-13,매출원가,거래처-039,3429572,김회계,False
JE-001068,2025-08-14,미수금,거래처-015,653031,박전표,False
JE-003871,2025-08-14,미지급금,거래처-006,404660,최담당,False
JE-001129,2025-08-14,미지급금,거래처-015,1955148,박전표,False
JE-000548,2025-08-14,매출,거래처-018,275630,박전표,False
JE-002993,2025-08-14,매입,거래처-011,10572787,최담당,False
JE-003316,2025-08-14,미수금,거래처-006,5000000,이감사,True
JE-001765,2025-08-14,매출,거래처-015,1350602,최담당,False
JE-003802,2025-08-14,매출원가,거래처-029,8098673,박전표,False
JE-000579,2025-08-14,매출원가,거래처-012,3296676,이감사,False
JE-000144,2025-08-14,매입,거래처-038,569089,최담당,False
JE-003180,2025-08-15,매출원가,거래처-036,632995,김회계,False
JE-000969,2025-08-15,미수금,거래처-006,1073380,최담당,False
JE-001594,2025-08-15,판매비와관리비,거래처-029,66379,김회계,False
JE-003777,2025-08-15,미지급금,거래처-024,45478,김회계,False
JE-002984,2025-08-15,매출원가,거래처-009,517705,김회계,False
JE-001418,2025-08-15,매출,거래처-024,1388737,이감사,False
JE-002846,2025-08-15,매출원가,거래처-035,114035,이감사,False
JE-003206,2025-08-15,매출원가,거래처-014,1493304,최담당,False
JE-003109,2025-08-15,매출,거래처-018,3217365,김회계,False
JE-000780,2025-08-16,미수금,거래처-017,6854,박전표,False
JE-003490,2025-08-16,매출,거래처-021,2538914,김회계,False
JE-002261,2025-08-16,매입,거래처-027,5268481,이감사,False
JE-003988,2025-08-16,미지급금,거래처-004,61545,이감사,False
JE-000654,2025-08-16,판매비와관리비,거래처-029,50870,최담당,False
JE-001831,2025-08-16,미지급금,거래처-025,16095810,김회계,False
JE-001134,2025-08-16,매출원가,거래처-014,2516113,최담당,False
JE-001821,2025-08-16,매출원가,거래처-036,34917157,최담당,False
JE-000371,2025-08-16,매입,거래처-005,582296,최담당,False
JE-002329,2025-08-16,매출원가,거래처-030,154657,최담당,False
JE-000990,2025-08-16,미지급금,거래처-023,524231,최담당,False
JE-001755,2025-08-16,미수금,거래처-006,961395,이감사,False
JE-003911,2025-08-17,매출원가,거래처-005,627300,김회계,False
JE-002345,2025-08-17,미지급금,거래처-007,3134452,박전표,False
JE-003820,2025-08-17,매출,거래처-003,62682,김회계,False
JE-002645,2025-08-17,매출원가,거래처-019,3231977,이감사,False
JE-000427,2025-08-17,매출원가,거래처-029,2531866,박전표,False
JE-000023,2025-08-17,미지급금,거래처-016,3771748,이감사,False
JE-002305,2025-08-17,미지급금,거래처-024,492302,이감사,False
JE-001991,2025-08-17,미지급금,거래처-025,2642702,이감사,False
JE-000866,2025-08-17,매입,거래처-003,320675,김회계,False
JE-001218,2025-08-17,미수금,거래처-001,485949,이감사,False
JE-000542,2025-08-18,매출원가,거래처-020,87751,박전표,False
JE-003093,2025-08-18,매출원가,거래처-012,2257010,박전표,False
JE-000716,2025-08-18,매출,거래처-009,168679,박전표,False
JE-000487,2025-08-18,미지급금,거래처-021,1298794,최담당,False
JE-002338,2025-08-18,판매비와관리비,거래처-025,411659,박전표,False
JE-002942,2025-08-18,매입,거래처-029,9995807,박전표,True
JE-002078,2025-08-18,미수금,거래처-038,2788467,이감사,False
JE-001058,2025-08-19,매출원가,거래처-039,257249,이감사,False
JE-002266,2025-08-19,매입,거래처-001,778044,최담당,False
JE-000121,2025-08-19,매입,거래처-030,1275643,이감사,False
JE-000636,2025-08-19,매입,거래처-032,172236,김회계,False
JE-001289,2025-08-19,판매비와관리비,거래처-002,2878447,이감사,False
JE-004010,2025-08-19,미지급금,거래처-040,43811,박전표,False
JE-003183,2025-08-20,미지급금,거래처-006,70886,김회계,False
JE-002522,2025-08-20,매입,거래처-003,2006298,이감사,False
JE-003106,2025-08-20,매출원가,거래처-006,9996628,박전표,True
JE-001541,2025-08-20,미지급금,거래처-008,538273,최담당,False
JE-002110,2025-08-20,매입,거래처-026,257282,이감사,False
JE-003717,2025-08-20,판매비와관리비,거래처-005,858620,김회계,False
JE-001087,2025-08-20,미지급금,거래처-029,38970,이감사,False
JE-001060,2025-08-20,매입,거래처-002,607486,이감사,False
JE-001481,2025-08-20,미지급금,거래처-040,180964,김회계,False
JE-003244,2025-08-20,매입,거래처-030,2156166,박전표,False
JE-000610,2025-08-20,미수금,거래처-031,65907,최담당,False
JE-003022,2025-08-20,판매비와관리비,거래처-005,1837367,최담당,False
JE-000962,2025-08-20,매출원가,거래처-009,2917349,최담당,False
JE-002701,2025-08-21,매출원가,거래처-027,451601,박전표,False
JE-003870,2025-08-21,매출,거래처-027,67772,이감사,False
JE-002777,2025-08-21,매출,거래처-030,125167,박전표,False
JE-002369,2025-08-21,미지급금,거래처-037,258866,최담당,False
JE-000854,2025-08-21,매출,거래처-040,390938,박전표,False
JE-002568,2025-08-21,미지급금,거래처-013,414246,김회계,False
JE-002778,2025-08-21,매출원가,거래처-008,111842,김회계,False
JE-003131,2025-08-21,매출원가,거래처-029,518101,김회계,False
JE-004065,2025-08-21,매출원가,거래처-016,191006,김회계,False
JE-001290,2025-08-21,미수금,거래처-039,1073737,김회계,False
JE-001893,2025-08-21,매입,거래처-016,599412,최담당,False
JE-003219,2025-08-21,판매비와관리비,거래처-021,104115,김회계,False
JE-003597,2025-08-22,미수금,거래처-034,618176,이감사,False
JE-000818,2025-08-22,매입,거래처-035,2116624,최담당,False
JE-002242,2025-08-22,매입,거래처-017,1854217,최담당,False
JE-003917,2025-08-22,매출원가,거래처-014,14452,최담당,False
JE-003431,2025-08-22,매출,거래처-019,548066,박전표,False
JE-000326,2025-08-22,미수금,거래처-022,3128807,김회계,False
JE-002615,2025-08-22,미수금,거래처-026,47006765,김회계,False
JE-000845,2025-08-23,판매비와관리비,거래처-016,6924559,최담당,False
JE-002662,2025-08-23,매출원가,거래처-014,132171,최담당,False
JE-003013,2025-08-23,매출,거래처-040,1701569,최담당,False
JE-001554,2025-08-23,매출,거래처-037,844451,이감사,False
JE-001359,2025-08-23,미수금,거래처-036,442947,박전표,False
JE-003951,2025-08-23,미지급금,거래처-010,252943,박전표,False
JE-000625,2025-08-23,매입,거래처-039,184450,김회계,False
JE-000165,2025-08-23,매출,거래처-010,2432902,이감사,False
JE-000551,2025-08-23,판매비와관리비,거래처-022,36142,이감사,False
JE-000544,2025-08-23,미지급금,거래처-017,15629888,최담당,False
JE-003198,2025-08-23,매입,거래처-010,996661,최담당,False
JE-003177,2025-08-23,미지급금,거래처-018,5928258,이감사,False
JE-000194,2025-08-23,매입,거래처-032,285348,박전표,False
JE-001447,2025-08-24,판매비와관리비,거래처-011,336155,김회계,False
JE-000418,2025-08-24,판매비와관리비,거래처-015,341389,최담당,False
JE-002819,2025-08-24,매출,거래처-031,509827,이감사,False
JE-000541,2025-08-24,미수금,거래처-012,2333772,박전표,False
JE-003162,2025-08-24,미수금,거래처-004,1324948,최담당,False
JE-003251,2025-08-24,미지급금,거래처-026,346969,이감사,False
JE-002073,2025-08-24,매출원가,거래처-032,238977,김회계,False
JE-000815,2025-08-25,판매비와관리비,거래처-031,156089,최담당,False
JE-000746,2025-08-25,매출,거래처-026,3547136,최담당,False
JE-003880,2025-08-25,매입,거래처-021,171495,최담당,False
JE-001593,2025-08-25,미수금,거래처-031,3120267,이감사,False
JE-003224,2025-08-25,미지급금,거래처-020,333167,이감사,False
JE-003691,2025-08-25,미지급금,거래처-009,359974,박전표,False
JE-001037,2025-08-25,매출,거래처-008,1692849,이감사,False
JE-003625,2025-08-25,판매비와관리비,거래처-037,533936,최담당,False
JE-002118,2025-08-25,매입,거래처-028,5320809,최담당,False
JE-004092,2025-08-25,매입,거래처-027,241705,박전표,False
JE-001705,2025-08-25,미지급금,거래처-037,2047603,김회계,False
JE-003985,2025-08-26,매출원가,거래처-008,1773356,최담당,False
JE-003867,2025-08-26,미지급금,거래처-014,661246,최담당,False
JE-002213,2025-08-26,판매비와관리비,거래처-002,981190,최담당,False
JE-001034,2025-08-26,매출,거래처-002,1574811,김회계,False
JE-002822,2025-08-26,매출,거래처-004,208016,박전표,False
JE-000299,2025-08-26,판매비와관리비,거래처-035,246492,박전표,False
JE-002174,2025-08-26,미수금,거래처-025,1640535,이감사,False
JE-001793,2025-08-26,매입,거래처-029,52238,최담당,False
JE-003055,2025-08-26,매출원가,거래처-029,49406137,최담당,False
JE-000191,2025-08-26,매입,거래처-008,422762,김회계,False
JE-001093,2025-08-26,매입,거래처-004,3762360,박전표,False
JE-003147,2025-08-26,매출원가,거래처-014,538146,이감사,False
JE-002798,2025-08-27,미수금,거래처-005,297042,이감사,False
JE-000843,2025-08-27,미지급금,거래처-011,897966,최담당,False
JE-002881,2025-08-27,미지급금,거래처-007,188620,최담당,False
JE-000871,2025-08-27,미지급금,거래처-001,869068,이감사,False
JE-002608,2025-08-27,미지급금,거래처-031,3632974,최담당,False
JE-001277,2025-08-27,매출원가,거래처-038,2461331,최담당,False
JE-003168,2025-08-27,미지급금,거래처-021,193062,김회계,False
JE-001438,2025-08-28,판매비와관리비,거래처-022,232789,김회계,False
JE-001743,2025-08-28,미수금,거래처-029,5000000,이감사,True
JE-001413,2025-08-28,미지급금,거래처-024,272145,박전표,False
JE-001992,2025-08-28,매출원가,거래처-007,882112,이감사,False
JE-000671,2025-08-28,미수금,거래처-013,1508148,박전표,False
JE-002875,2025-08-28,미수금,거래처-008,487331,김회계,False
JE-003283,2025-08-28,미지급금,거래처-015,900655,최담당,False
JE-001106,2025-08-28,매출원가,거래처-040,35063246,이감사,False
JE-002797,2025-08-28,미수금,거래처-026,6893670,최담당,False
JE-002411,2025-08-28,미지급금,거래처-011,359796,박전표,False
JE-001722,2025-08-28,매출원가,거래처-033,228903,최담당,False
JE-000507,2025-08-28,매입,거래처-007,1268268,박전표,False
JE-002784,2025-08-28,미수금,거래처-002,3847717,김회계,False
JE-003970,2025-08-28,매출,거래처-029,1984633,최담당,False
JE-001853,2025-08-28,매출,거래처-006,469664,이감사,False
JE-002869,2025-08-28,미수금,거래처-013,1052982,박전표,False
JE-000702,2025-08-29,매출원가,거래처-001,74961,최담당,False
JE-000377,2025-08-29,판매비와관리비,거래처-036,444651,이감사,False
JE-000033,2025-08-29,미지급금,거래처-017,21757,박전표,False
JE-000401,2025-08-29,매출,거래처-003,165636,김회계,False
JE-003148,2025-08-29,매출,거래처-032,138007,이감사,False
JE-000555,2025-08-29,미지급금,거래처-039,215910,박전표,False
JE-000781,2025-08-29,미지급금,거래처-007,1000580,김회계,False
JE-001587,2025-08-29,매출,거래처-012,1345959,박전표,False
JE-001314,2025-08-29,미지급금,거래처-038,1843724,최담당,False
JE-000286,2025-08-29,판매비와관리비,거래처-001,316291,박전표,False
JE-002877,2025-08-29,미수금,거래처-006,287927,박전표,False
JE-001731,2025-08-29,매출,거래처-024,324043,이감사,False
JE-000619,2025-08-29,미수금,거래처-028,287636,최담당,False
JE-003527,2025-08-29,매출원가,거래처-013,552307,최담당,False
JE-003266,2025-08-29,매출원가,거래처-009,80433,박전표,False
JE-000331,2025-08-29,매출,거래처-009,1127814,김회계,False
JE-003435,2025-08-29,미수금,거래처-034,51259,최담당,False
JE-003145,2025-08-29,미수금,거래처-035,328306,박전표,False
JE-001759,2025-08-30,매출,거래처-018,2227760,최담당,False
JE-001926,2025-08-30,미지급금,거래처-017,13430434,최담당,False
JE-001086,2025-08-30,미지급금,거래처-019,4907246,박전표,False
JE-003614,2025-08-30,미수금,거래처-005,2595671,김회계,False
JE-004050,2025-08-30,매출,거래처-013,111088,최담당,False
JE-004133,2025-08-30,판매비와관리비,거래처-006,308508,박전표,False
JE-000949,2025-08-30,미수금,거래처-014,122591,박전표,False
JE-003161,2025-08-30,매입,거래처-038,1158892,최담당,False
JE-003832,2025-08-30,매출원가,거래처-023,397245,이감사,False
JE-002502,2025-08-30,매입,거래처-031,220136,김회계,False
JE-003960,2025-08-30,미수금,거래처-012,1331306,이감사,False
